protein	gene	uniprot	version	panel	sumstat_dir	chr	tss	gene_start	gene_end	strand	gene_id	annotation_matches	annotation_status	resource_source
OID20631	CXCL8	P10145	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CXCL8_P10145_OID20631_v1_Inflammation	4	73740506	73740506	73743716	1	ENSG00000169429	1	unique_match	UKBB_EUR
OID20632	KLRD1	Q13241	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/KLRD1_Q13241_OID20632_v1_Inflammation	12	10226058	10226058	10329600	1	ENSG00000134539	1	unique_match	UKBB_EUR
OID20633	IL16	Q14005	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL16_Q14005_OID20633_v1_Inflammation	15	81159575	81159575	81314058	1	ENSG00000172349	1	unique_match	UKBB_EUR
OID20634	NFASC	O94856	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/NFASC_O94856_OID20634_v1_Inflammation	1	204828651	204828651	205022822	1	ENSG00000163531	1	unique_match	UKBB_EUR
OID20635	CD79B	P40259	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD79B_P40259_OID20635_v1_Inflammation	17	63932344	63928738	63932344	-1	LRG_43	2	multi_match_first	UKBB_EUR
OID20636	CLEC7A	Q9BXN2	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CLEC7A_Q9BXN2_OID20636_v1_Inflammation	12	10130258	10116777	10130258	-1	ENSG00000172243	2	multi_match_first	UKBB_EUR
OID20637	CD22	P20273	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD22_P20273_OID20637_v1_Inflammation	19	35319261	35319261	35347355	1	ENSG00000012124	1	unique_match	UKBB_EUR
OID20638	LAMP3	Q9UQV4	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LAMP3_Q9UQV4_OID20638_v1_Inflammation	3	183163839	183122213	183163839	-1	ENSG00000078081	1	unique_match	UKBB_EUR
OID20639	FCRL2	Q96LA5	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/FCRL2_Q96LA5_OID20639_v1_Inflammation	1	157777132	157745733	157777132	-1	ENSG00000132704	1	unique_match	UKBB_EUR
OID20640	LAT	O43561	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LAT_O43561_OID20640_v1_Inflammation	16	28984826	28984826	28990783	1	ENSG00000213658	1	unique_match	UKBB_EUR
OID20641	GMPR	P36959	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/GMPR_P36959_OID20641_v1_Inflammation	6	16238580	16238580	16295549	1	ENSG00000137198	1	unique_match	UKBB_EUR
OID20642	TPSAB1	Q15661	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TPSAB1_Q15661_OID20642_v1_Inflammation	16	1240696	1240696	1242554	1	ENSG00000172236	1	unique_match	UKBB_EUR
OID20643	PPP1R9B	Q96SB3	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PPP1R9B_Q96SB3_OID20643_v1_Inflammation	17	50150630	50133735	50150630	-1	ENSG00000108819	1	unique_match	UKBB_EUR
OID20644	PRDX5	P30044	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PRDX5_P30044_OID20644_v1_Inflammation	11	64318088	64318088	64321811	1	ENSG00000126432	1	unique_match	UKBB_EUR
OID20645	ADA	P00813	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ADA_P00813_OID20645_v1_Inflammation	20	44652233	44619522	44652233	-1	ENSG00000196839	2	multi_match_first	UKBB_EUR
OID20646	TNFRSF11A	Q9Y6Q6	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFRSF11A_Q9Y6Q6_OID20646_v1_Inflammation	18	62325287	62325287	62391292	1	ENSG00000141655	2	multi_match_first	UKBB_EUR
OID20647	CD160	O95971	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD160_O95971_OID20647_v1_Inflammation	1	145719471	145719471	145739288	1	ENSG00000117281	1	unique_match	UKBB_EUR
OID20648	HCLS1	P14317	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/HCLS1_P14317_OID20648_v1_Inflammation	3	121660927	121631399	121660927	-1	ENSG00000180353	1	unique_match	UKBB_EUR
OID20649	CD6	P30203	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD6_P30203_OID20649_v1_Inflammation	11	60971680	60971680	61020377	1	ENSG00000013725	1	unique_match	UKBB_EUR
OID20650	VEGFA	P15692	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/VEGFA_P15692_OID20650_v1_Inflammation	6	43770184	43770184	43786487	1	ENSG00000112715	1	unique_match	UKBB_EUR
OID20651	ADAM23	O75077	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ADAM23_O75077_OID20651_v1_Inflammation	2	206443539	206443539	206621130	1	ENSG00000114948	1	unique_match	UKBB_EUR
OID20652	IL18R1	Q13478	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL18R1_Q13478_OID20652_v1_Inflammation	2	102311529	102311529	102398775	1	ENSG00000115604	1	unique_match	UKBB_EUR
OID20653	TNFRSF4	P43489	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFRSF4_P43489_OID20653_v1_Inflammation	1	1214138	1211326	1214138	-1	ENSG00000186827	1	unique_match	UKBB_EUR
OID20654	C1QA	P02745	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/C1QA_P02745_OID20654_v1_Inflammation	1	22636506	22636506	22639608	1	ENSG00000173372	2	multi_match_first	UKBB_EUR
OID20655	CCL13	Q99616	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL13_Q99616_OID20655_v1_Inflammation	17	34356452	34356452	34358610	1	ENSG00000181374	1	unique_match	UKBB_EUR
OID20656	HGF	P14210	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/HGF_P14210_OID20656_v1_Inflammation	7	81770438	81699006	81770438	-1	ENSG00000019991	1	unique_match	UKBB_EUR
OID20657	MERTK	Q12866	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MERTK_Q12866_OID20657_v1_Inflammation	2	111898479	111898479	112029561	1	ENSG00000153208	1	unique_match	UKBB_EUR
OID20658	AGRP	O00253	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/AGRP_O00253_OID20658_v1_Inflammation	16	67483813	67482571	67483813	-1	ENSG00000159723	1	unique_match	UKBB_EUR
OID20660	CTSO	P43234	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CTSO_P43234_OID20660_v1_Inflammation	4	155953917	155924118	155953917	-1	ENSG00000256043	1	unique_match	UKBB_EUR
OID20661	FLT3LG	P49771	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/FLT3LG_P49771_OID20661_v1_Inflammation	19	49474207	49474207	49486231	1	ENSG00000090554	1	unique_match	UKBB_EUR
OID20662	VEGFD	O43915	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/VEGFD_O43915_OID20662_v1_Inflammation	23	15384376	15345591	15384376	-1	ENSG00000165197	1	unique_match	UKBB_EUR
OID20663	GZMA	P12544	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/GZMA_P12544_OID20663_v1_Inflammation	5	55102648	55102648	55110252	1	ENSG00000145649	1	unique_match	UKBB_EUR
OID20664	CLSTN2	Q9H4D0	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CLSTN2_Q9H4D0_OID20664_v1_Inflammation	3	139935185	139935185	140577397	1	ENSG00000158258	1	unique_match	UKBB_EUR
OID20665	FASLG	P48023	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/FASLG_P48023_OID20665_v1_Inflammation	1	172659018	172659018	172666874	1	ENSG00000117560	2	multi_match_first	UKBB_EUR
OID20666	IL12B	P29460	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL12B_P29460_OID20666_v1_Inflammation	5	159330887	159314783	159330887	-1	ENSG00000113302	2	multi_match_first	UKBB_EUR
OID20667	CDSN	Q15517	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CDSN_Q15517_OID20667_v1_Inflammation	6	31120446	31115090	31120446	-1	ENSG00000204539	1	unique_match	UKBB_EUR
OID20668	CCL11	P51671	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL11_P51671_OID20668_v1_Inflammation	17	34285668	34285668	34288334	1	ENSG00000172156	1	unique_match	UKBB_EUR
OID20669	KYNU	Q16719	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/KYNU_Q16719_OID20669_v1_Inflammation	2	142877498	142877498	143055832	1	ENSG00000115919	1	unique_match	UKBB_EUR
OID20670	LY9	Q9HBG7	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LY9_Q9HBG7_OID20670_v1_Inflammation	1	160796074	160796074	160828261	1	ENSG00000122224	1	unique_match	UKBB_EUR
OID20671	CCL20	P78556	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL20_P78556_OID20671_v1_Inflammation	2	227813842	227813842	227817564	1	ENSG00000115009	1	unique_match	UKBB_EUR
OID20672	MMP1	P03956	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MMP1_P03956_OID20672_v1_Inflammation	11	102798160	102789920	102798160	-1	ENSG00000196611	1	unique_match	UKBB_EUR
OID20673	PGF	P49763	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PGF_P49763_OID20673_v1_Inflammation	14	74955784	74941834	74955784	-1	ENSG00000119630	1	unique_match	UKBB_EUR
OID20674	CCL25	O15444	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL25_O15444_OID20674_v1_Inflammation	19	8052767	8052767	8062650	1	ENSG00000131142	1	unique_match	UKBB_EUR
OID20675	CXCL9	Q07325	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CXCL9_Q07325_OID20675_v1_Inflammation	4	76007488	76001275	76007488	-1	ENSG00000138755	1	unique_match	UKBB_EUR
OID20676	SMPDL3A	Q92484	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SMPDL3A_Q92484_OID20676_v1_Inflammation	6	122789049	122789049	122809720	1	ENSG00000172594	1	unique_match	UKBB_EUR
OID20677	EPHA1	P21709	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/EPHA1_P21709_OID20677_v1_Inflammation	7	143408892	143390289	143408892	-1	ENSG00000146904	1	unique_match	UKBB_EUR
OID20678	IFNGR1	P15260	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IFNGR1_P15260_OID20678_v1_Inflammation	6	137219449	137197484	137219449	-1	ENSG00000027697	2	multi_match_first	UKBB_EUR
OID20679	CTSC	P53634	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CTSC_P53634_OID20679_v1_Inflammation	11	88337787	88293592	88337787	-1	ENSG00000109861	2	multi_match_first	UKBB_EUR
OID20680	CD276	Q5ZPR3	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD276_Q5ZPR3_OID20680_v1_Inflammation	15	73683966	73683966	73714518	1	ENSG00000103855	1	unique_match	UKBB_EUR
OID20681	DBNL	Q9UJU6	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/DBNL_Q9UJU6_OID20681_v1_Inflammation	7	44044640	44044640	44069456	1	ENSG00000136279	1	unique_match	UKBB_EUR
OID20682	PKLR	P30613	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PKLR_P30613_OID20682_v1_Inflammation	1	155301434	155289839	155301434	-1	ENSG00000143627	1	unique_match	UKBB_EUR
OID20683	NCK2	O43639	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/NCK2_O43639_OID20683_v1_Inflammation	2	105744897	105744897	105894274	1	ENSG00000071051	1	unique_match	UKBB_EUR
OID20684	TIMP3	P35625	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TIMP3_P35625_OID20684_v1_Inflammation	22	32801701	32801701	32863043	1	ENSG00000100234	1	unique_match	UKBB_EUR
OID20685	PLA2G4A	P47712	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PLA2G4A_P47712_OID20685_v1_Inflammation	1	186828953	186828953	186988981	1	ENSG00000116711	1	unique_match	UKBB_EUR
OID20686	CCL21	O00585	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL21_O00585_OID20686_v1_Inflammation	9	34710124	34709005	34710124	-1	ENSG00000137077	1	unique_match	UKBB_EUR
OID20687	MMP10	P09238	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MMP10_P09238_OID20687_v1_Inflammation	11	102780628	102770503	102780628	-1	ENSG00000166670	1	unique_match	UKBB_EUR
OID20688	SCGB1A1	P11684	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SCGB1A1_P11684_OID20688_v1_Inflammation	11	62405103	62405103	62423195	1	ENSG00000149021	1	unique_match	UKBB_EUR
OID20689	ENPP7	Q6UWV6	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ENPP7_Q6UWV6_OID20689_v1_Inflammation	17	79730919	79730919	79742222	1	ENSG00000182156	1	unique_match	UKBB_EUR
OID20690	SIGLEC1	Q9BZZ2	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SIGLEC1_Q9BZZ2_OID20690_v1_Inflammation	20	3707128	3686970	3707128	-1	ENSG00000088827	1	unique_match	UKBB_EUR
OID20691	F2R	P25116	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/F2R_P25116_OID20691_v1_Inflammation	5	76716043	76716043	76735781	1	ENSG00000181104	1	unique_match	UKBB_EUR
OID20692	CD48	P09326	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD48_P09326_OID20692_v1_Inflammation	1	160711851	160678746	160711851	-1	ENSG00000117091	1	unique_match	UKBB_EUR
OID20693	CCL23	P55773	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL23_P55773_OID20693_v1_Inflammation	17	36017968	36013056	36017968	-1	ENSG00000274736	1	unique_match	UKBB_EUR
OID20694	IL18	Q14116	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL18_Q14116_OID20694_v1_Inflammation	11	112164117	112143251	112164117	-1	ENSG00000150782	1	unique_match	UKBB_EUR
OID20695	CCL4	P13236	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL4_P13236_OID20695_v1_Inflammation	17	36103590	36103590	36105621	1	ENSG00000275302	1	unique_match	UKBB_EUR
OID20696	IL10RB	Q08334	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL10RB_Q08334_OID20696_v1_Inflammation	21	33266358	33266358	33310187	1	ENSG00000243646	2	multi_match_first	UKBB_EUR
OID20697	CXCL10	P02778	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CXCL10_P02778_OID20697_v1_Inflammation	4	76023497	76021117	76023497	-1	ENSG00000169245	1	unique_match	UKBB_EUR
OID20698	EGF	P01133	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/EGF_P01133_OID20698_v1_Inflammation	4	109912884	109912884	110012266	1	ENSG00000138798	1	unique_match	UKBB_EUR
OID20699	CRLF1	O75462	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CRLF1_O75462_OID20699_v1_Inflammation	19	18607741	18572220	18607741	-1	ENSG00000006016	1	unique_match	UKBB_EUR
OID20700	IL1RN	P18510	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/IL1RN_P18510_OID20700_v1_Inflammation	2	113107214	113107214	113134016	1	ENSG00000136689	2	multi_match_first	UKBB_EUR
OID20701	CRIM1	Q9NZV1	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CRIM1_Q9NZV1_OID20701_v1_Inflammation	2	36355926	36355926	36551135	1	ENSG00000150938	1	unique_match	UKBB_EUR
OID20702	TNFRSF13B	O14836	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFRSF13B_O14836_OID20702_v1_Inflammation	17	16972118	16929816	16972118	-1	ENSG00000240505	2	multi_match_first	UKBB_EUR
OID20703	ANGPTL4	Q9BY76	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ANGPTL4_Q9BY76_OID20703_v1_Inflammation	19	8363289	8363289	8374373	1	ENSG00000167772	1	unique_match	UKBB_EUR
OID20704	CST7	O76096	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CST7_O76096_OID20704_v1_Inflammation	20	24949230	24949230	24959928	1	ENSG00000077984	1	unique_match	UKBB_EUR
OID20705	ERBB3	P21860	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ERBB3_P21860_OID20705_v1_Inflammation	12	56079857	56079857	56103505	1	ENSG00000065361	1	unique_match	UKBB_EUR
OID20706	NELL2	Q99435	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/NELL2_Q99435_OID20706_v1_Inflammation	12	44921848	44508275	44921848	-1	ENSG00000184613	1	unique_match	UKBB_EUR
OID20707	MANF	P55145	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MANF_P55145_OID20707_v1_Inflammation	3	51385047	51385047	51389397	1	ENSG00000145050	1	unique_match	UKBB_EUR
OID20708	LY6D	Q14210	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LY6D_Q14210_OID20708_v1_Inflammation	8	142786592	142784880	142786592	-1	ENSG00000167656	1	unique_match	UKBB_EUR
OID20709	CCN2	P29279	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCN2_P29279_OID20709_v1_Inflammation							0	missing	UKBB_EUR
OID20710	GLOD4	Q9HC38	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/GLOD4_Q9HC38_OID20710_v1_Inflammation	17	783390	757097	783390	-1	ENSG00000167699	1	unique_match	UKBB_EUR
OID20711	MGLL	Q99685	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MGLL_Q99685_OID20711_v1_Inflammation	3	127823250	127689062	127823250	-1	ENSG00000074416	1	unique_match	UKBB_EUR
OID20712	DNER	Q8NFT8	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/DNER_Q8NFT8_OID20712_v1_Inflammation	2	229714558	229357629	229714558	-1	ENSG00000187957	1	unique_match	UKBB_EUR
OID20713	BTN2A1	Q7KYR7	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/BTN2A1_Q7KYR7_OID20713_v1_Inflammation	6	26457904	26457904	26476621	1	ENSG00000112763	1	unique_match	UKBB_EUR
OID20714	SHMT1	P34896	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SHMT1_P34896_OID20714_v1_Inflammation	17	18363563	18327860	18363563	-1	ENSG00000176974	1	unique_match	UKBB_EUR
OID20715	FGF19	O95750	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/FGF19_O95750_OID20715_v1_Inflammation	11	69704642	69698232	69704642	-1	ENSG00000162344	1	unique_match	UKBB_EUR
OID20716	CD58	P19256	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD58_P19256_OID20716_v1_Inflammation	1	116571039	116514535	116571039	-1	ENSG00000116815	1	unique_match	UKBB_EUR
OID20717	PTPN6	P29350	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PTPN6_P29350_OID20717_v1_Inflammation	12	6946468	6946468	6961316	1	ENSG00000111679	1	unique_match	UKBB_EUR
OID20718	HSPA1A	P0DMV8	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/HSPA1A_P0DMV8_OID20718_v1_Inflammation	6	31815464	31815464	31817946	1	ENSG00000204389	1	unique_match	UKBB_EUR
OID20719	CSF1	P09603	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CSF1_P09603_OID20719_v1_Inflammation	1	109910242	109910242	109930992	1	ENSG00000184371	1	unique_match	UKBB_EUR
OID20720	SPINT2	O43291	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SPINT2_O43291_OID20720_v1_Inflammation	19	38244035	38244035	38292614	1	ENSG00000167642	1	unique_match	UKBB_EUR
OID20722	FIS1	Q9Y3D6	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/FIS1_Q9Y3D6_OID20722_v1_Inflammation	7	101252316	101239458	101252316	-1	ENSG00000214253	1	unique_match	UKBB_EUR
OID20723	SCGB3A2	Q96PL1	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SCGB3A2_Q96PL1_OID20723_v1_Inflammation	5	147870682	147870682	147882191	1	ENSG00000164265	1	unique_match	UKBB_EUR
OID20724	CD40	P25942	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CD40_P25942_OID20724_v1_Inflammation	20	46118267	46118267	46129745	1	LRG_40	2	multi_match_first	UKBB_EUR
OID20725	OMD	Q99983	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/OMD_Q99983_OID20725_v1_Inflammation	9	92424461	92414245	92424461	-1	ENSG00000127083	1	unique_match	UKBB_EUR
OID20726	ANGPTL2	Q9UKU9	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ANGPTL2_Q9UKU9_OID20726_v1_Inflammation	9	127122883	127087332	127122883	-1	ENSG00000136859	1	unique_match	UKBB_EUR
OID20727	GAL	P22466	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/GAL_P22466_OID20727_v1_Inflammation	11	68683779	68683779	68691175	1	ENSG00000069482	1	unique_match	UKBB_EUR
OID20728	SCG3	Q8WXD2	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SCG3_Q8WXD2_OID20728_v1_Inflammation	15	51681353	51681353	51721031	1	ENSG00000104112	1	unique_match	UKBB_EUR
OID20729	PDLIM7	Q9NR12	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PDLIM7_Q9NR12_OID20729_v1_Inflammation	5	177497606	177483394	177497606	-1	ENSG00000196923	1	unique_match	UKBB_EUR
OID20730	SMOC2	Q9H3U7	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SMOC2_Q9H3U7_OID20730_v1_Inflammation	6	168441151	168441151	168673445	1	ENSG00000112562	1	unique_match	UKBB_EUR
OID20731	TREM2	Q9NZC2	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TREM2_Q9NZC2_OID20731_v1_Inflammation	6	41163186	41158506	41163186	-1	ENSG00000095970	2	multi_match_first	UKBB_EUR
OID20732	MZB1	Q8WU39	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MZB1_Q8WU39_OID20732_v1_Inflammation	5	139390081	139387480	139390081	-1	ENSG00000170476	1	unique_match	UKBB_EUR
OID20733	TNFSF13	O75888	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFSF13_O75888_OID20733_v1_Inflammation	17	7558292	7558292	7561608	1	ENSG00000161955	1	unique_match	UKBB_EUR
OID20734	ROBO1	Q9Y6N7	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ROBO1_Q9Y6N7_OID20734_v1_Inflammation	3	79767815	78597240	79767815	-1	ENSG00000169855	1	unique_match	UKBB_EUR
OID20735	TNFRSF11B	O00300	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFRSF11B_O00300_OID20735_v1_Inflammation	8	118952200	118923557	118952200	-1	ENSG00000164761	1	unique_match	UKBB_EUR
OID20736	ENPP5	Q9UJA9	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ENPP5_Q9UJA9_OID20736_v1_Inflammation	6	46170971	46159187	46170971	-1	ENSG00000112796	1	unique_match	UKBB_EUR
OID20737	LAIR1	Q6GTX8	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LAIR1_Q6GTX8_OID20737_v1_Inflammation	19	54370558	54351384	54370558	-1	ENSG00000167613	1	unique_match	UKBB_EUR
OID20738	COLEC12	Q5KU26	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/COLEC12_Q5KU26_OID20738_v1_Inflammation	18	500722	316740	500722	-1	ENSG00000158270	1	unique_match	UKBB_EUR
OID20739	SIRPB1	O00241	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/SIRPB1_O00241_OID20739_v1_Inflammation	20	1620061	1563521	1620061	-1	ENSG00000101307	1	unique_match	UKBB_EUR
OID20740	ANGPT1	Q15389	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/ANGPT1_Q15389_OID20740_v1_Inflammation	8	107498055	107249482	107498055	-1	ENSG00000154188	1	unique_match	UKBB_EUR
OID20741	PDGFB	P01127	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/PDGFB_P01127_OID20741_v1_Inflammation	22	39244751	39223359	39244751	-1	ENSG00000100311	1	unique_match	UKBB_EUR
OID20742	CRKL	P46109	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CRKL_P46109_OID20742_v1_Inflammation	22	20917426	20917426	20953749	1	ENSG00000099942	1	unique_match	UKBB_EUR
OID20743	EPCAM	P16422	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/EPCAM_P16422_OID20743_v1_Inflammation	2	47345158	47345158	47387601	1	ENSG00000119888	2	multi_match_first	UKBB_EUR
OID20744	DNPH1	O43598	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/DNPH1_O43598_OID20744_v1_Inflammation	6	43229484	43225629	43229484	-1	ENSG00000112667	1	unique_match	UKBB_EUR
OID20745	CCL17	Q92583	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CCL17_Q92583_OID20745_v1_Inflammation	16	57404767	57404767	57416062	1	ENSG00000102970	1	unique_match	UKBB_EUR
OID20746	MEGF10	Q96KG7	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/MEGF10_Q96KG7_OID20746_v1_Inflammation	5	127290831	127290831	127465737	1	ENSG00000145794	1	unique_match	UKBB_EUR
OID20747	CRHBP	P24387	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CRHBP_P24387_OID20747_v1_Inflammation	5	76952713	76952713	76981158	1	ENSG00000145708	1	unique_match	UKBB_EUR
OID20748	LGALS4	P56470	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LGALS4_P56470_OID20748_v1_Inflammation	19	38813364	38801671	38813364	-1	ENSG00000171747	1	unique_match	UKBB_EUR
OID20749	LHPP	Q9H008	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/LHPP_Q9H008_OID20749_v1_Inflammation	10	124461834	124461834	124617888	1	ENSG00000107902	1	unique_match	UKBB_EUR
OID20750	TPP1	O14773	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/TPP1_O14773_OID20750_v1_Inflammation	11	6619461	6612763	6619461	-1	ENSG00000166340	1	unique_match	UKBB_EUR
OID20751	CRELD2	Q6UXH1	v1	Inflammation	/data/Dutta_lab/decode/ukb_ppp/EUR/CRELD2_Q6UXH1_OID20751_v1_Inflammation	22	49918167	49918167	49927540	1	ENSG00000184164	1	unique_match	UKBB_EUR
