protein	gene	uniprot	sumstat_file	chr	tss	resource_source
SeqId_15437_11	RAMP3	O60896	/data/Dutta_lab/aric/EA/SeqId_15437_11.PHENO1.glm.linear	7	45157791	ARIC
SeqId_15439_21	RND3	P61587	/data/Dutta_lab/aric/EA/SeqId_15439_21.PHENO1.glm.linear	2	150471960	ARIC
SeqId_15440_57	PCSK2	P16519	/data/Dutta_lab/aric/EA/SeqId_15440_57.PHENO1.glm.linear	20	17226107	ARIC
SeqId_15441_6	GM2A	P17900	/data/Dutta_lab/aric/EA/SeqId_15441_6.PHENO1.glm.linear	5	151212150	ARIC
SeqId_15444_45	SERPINB4	P48594	/data/Dutta_lab/aric/EA/SeqId_15444_45.PHENO1.glm.linear	18	63643582	ARIC
SeqId_15446_25	NRG1	Q02297	/data/Dutta_lab/aric/EA/SeqId_15446_25.PHENO1.glm.linear	8	31639222	ARIC
SeqId_15447_45	SORD	Q00796	/data/Dutta_lab/aric/EA/SeqId_15447_45.PHENO1.glm.linear	15	45023181	ARIC
SeqId_15448_47	SQSTM1	Q13501	/data/Dutta_lab/aric/EA/SeqId_15448_47.PHENO1.glm.linear	5	179806398	ARIC
SeqId_15449_33	TIMD4	Q96H15	/data/Dutta_lab/aric/EA/SeqId_15449_33.PHENO1.glm.linear	5	156935676	ARIC
SeqId_15452_5	NT5E	P21589	/data/Dutta_lab/aric/EA/SeqId_15452_5.PHENO1.glm.linear	6	85449584	ARIC
SeqId_15453_3	AMBP	P02760	/data/Dutta_lab/aric/EA/SeqId_15453_3.PHENO1.glm.linear	9	114074969	ARIC
SeqId_15455_40	ADAM15	Q13444	/data/Dutta_lab/aric/EA/SeqId_15455_40.PHENO1.glm.linear	1	155050566	ARIC
SeqId_15457_14	ANPEP	P15144	/data/Dutta_lab/aric/EA/SeqId_15457_14.PHENO1.glm.linear	15	89793187	ARIC
SeqId_15460_9	DPP4	P27487	/data/Dutta_lab/aric/EA/SeqId_15460_9.PHENO1.glm.linear	2	162014462	ARIC
SeqId_15462_28	CD8A	P01732	/data/Dutta_lab/aric/EA/SeqId_15462_28.PHENO1.glm.linear	2	86790825	ARIC
SeqId_15465_79	CNPY4	Q8N129	/data/Dutta_lab/aric/EA/SeqId_15465_79.PHENO1.glm.linear	7	100119634	ARIC
SeqId_15466_30	COL9A1	P20849	/data/Dutta_lab/aric/EA/SeqId_15466_30.PHENO1.glm.linear	6	70246303	ARIC
SeqId_15467_10	CTHRC1	Q96CG8	/data/Dutta_lab/aric/EA/SeqId_15467_10.PHENO1.glm.linear	8	103371538	ARIC
SeqId_15468_14	CFHR1	Q03591	/data/Dutta_lab/aric/EA/SeqId_15468_14.PHENO1.glm.linear	1	196819757	ARIC
SeqId_15470_11	HEXB	P07686	/data/Dutta_lab/aric/EA/SeqId_15470_11.PHENO1.glm.linear	5	74640023	ARIC
SeqId_15471_29	PNLIPRP2	P54317	/data/Dutta_lab/aric/EA/SeqId_15471_29.PHENO1.glm.linear	10	116620953	ARIC
SeqId_15472_16	LRP11	Q86VZ4	/data/Dutta_lab/aric/EA/SeqId_15472_16.PHENO1.glm.linear	6	149836199	ARIC
SeqId_15474_7	PIN1	Q13526	/data/Dutta_lab/aric/EA/SeqId_15474_7.PHENO1.glm.linear	19	9835257	ARIC
SeqId_15475_4	PLTP	P55058	/data/Dutta_lab/aric/EA/SeqId_15475_4.PHENO1.glm.linear	20	45910937	ARIC
SeqId_15476_6	REG3G	Q6UW15	/data/Dutta_lab/aric/EA/SeqId_15476_6.PHENO1.glm.linear	2	79025686	ARIC
SeqId_15480_2	VNN2	O95498	/data/Dutta_lab/aric/EA/SeqId_15480_2.PHENO1.glm.linear	6	132757873	ARIC
SeqId_15481_45	CAMP	P49913	/data/Dutta_lab/aric/EA/SeqId_15481_45.PHENO1.glm.linear	3	48223347	ARIC
SeqId_15482_12	A2ML1	A8K2U0	/data/Dutta_lab/aric/EA/SeqId_15482_12.PHENO1.glm.linear	12	8822621	ARIC
SeqId_15483_377	AGRN	O00468	/data/Dutta_lab/aric/EA/SeqId_15483_377.PHENO1.glm.linear	1	1020120	ARIC
SeqId_15486_126	AOC1	P19801	/data/Dutta_lab/aric/EA/SeqId_15486_126.PHENO1.glm.linear	7	150824627	ARIC
SeqId_15487_164	CES1	P23141	/data/Dutta_lab/aric/EA/SeqId_15487_164.PHENO1.glm.linear	16	55810655	ARIC
SeqId_15491_20	CD248	Q9HCU0	/data/Dutta_lab/aric/EA/SeqId_15491_20.PHENO1.glm.linear	11	66317044	ARIC
SeqId_15492_1	CRIM1	Q9NZV1	/data/Dutta_lab/aric/EA/SeqId_15492_1.PHENO1.glm.linear	2	36355778	ARIC
SeqId_15494_11	FGFBP1	Q14512	/data/Dutta_lab/aric/EA/SeqId_15494_11.PHENO1.glm.linear	4	15938740	ARIC
SeqId_15495_9	FOLR3	P41439	/data/Dutta_lab/aric/EA/SeqId_15495_9.PHENO1.glm.linear	11	72114869	ARIC
SeqId_15497_9	HS3ST1	O14792	/data/Dutta_lab/aric/EA/SeqId_15497_9.PHENO1.glm.linear	4	11428597	ARIC
SeqId_15499_11	ATRN	O75882	/data/Dutta_lab/aric/EA/SeqId_15499_11.PHENO1.glm.linear	20	3471018	ARIC
SeqId_15503_15	LEFTY2	O00292	/data/Dutta_lab/aric/EA/SeqId_15503_15.PHENO1.glm.linear	1	225940101	ARIC
SeqId_15503_20	LEFTY2	O00292	/data/Dutta_lab/aric/EA/SeqId_15503_20.PHENO1.glm.linear	1	225940101	ARIC
SeqId_15504_39	BIRC7	Q96CA5	/data/Dutta_lab/aric/EA/SeqId_15504_39.PHENO1.glm.linear	20	63235883	ARIC
SeqId_15506_34	LRP12	Q9Y561	/data/Dutta_lab/aric/EA/SeqId_15506_34.PHENO1.glm.linear	8	104495750	ARIC
SeqId_15509_2	NAGLU	P54802	/data/Dutta_lab/aric/EA/SeqId_15509_2.PHENO1.glm.linear	17	42536241	ARIC
SeqId_15511_37	NPTXR	O95502	/data/Dutta_lab/aric/EA/SeqId_15511_37.PHENO1.glm.linear	22	38843858	ARIC
SeqId_15513_108	PRSS8	Q16651	/data/Dutta_lab/aric/EA/SeqId_15513_108.PHENO1.glm.linear	16	31135640	ARIC
SeqId_15514_26	BCHE	P06276	/data/Dutta_lab/aric/EA/SeqId_15514_26.PHENO1.glm.linear	3	165837420	ARIC
SeqId_15515_2	SAA1	P0DJI8	/data/Dutta_lab/aric/EA/SeqId_15515_2.PHENO1.glm.linear	11	18266260	ARIC
SeqId_15516_12	SAA4	P35542	/data/Dutta_lab/aric/EA/SeqId_15516_12.PHENO1.glm.linear	11	18236802	ARIC
SeqId_15521_4	CLSTN1	O94985	/data/Dutta_lab/aric/EA/SeqId_15521_4.PHENO1.glm.linear	1	9733486	ARIC
SeqId_15522_2	GLIPR2	Q9H4G4	/data/Dutta_lab/aric/EA/SeqId_15522_2.PHENO1.glm.linear	9	36136536	ARIC
SeqId_15523_9	ALAD	P13716	/data/Dutta_lab/aric/EA/SeqId_15523_9.PHENO1.glm.linear	9	113392555	ARIC
SeqId_15524_30	PGAM2	P15259	/data/Dutta_lab/aric/EA/SeqId_15524_30.PHENO1.glm.linear	7	44065567	ARIC
SeqId_15525_294	ADH1C	P00326	/data/Dutta_lab/aric/EA/SeqId_15525_294.PHENO1.glm.linear	4	99352730	ARIC
SeqId_15526_33	GSS	P48637	/data/Dutta_lab/aric/EA/SeqId_15526_33.PHENO1.glm.linear	20	34931583	ARIC
SeqId_15527_90	DLD	P09622	/data/Dutta_lab/aric/EA/SeqId_15527_90.PHENO1.glm.linear	7	107891162	ARIC
SeqId_15529_33	CSRP1	P21291	/data/Dutta_lab/aric/EA/SeqId_15529_33.PHENO1.glm.linear	1	201492499	ARIC
SeqId_15530_33	EPHB4	P54760	/data/Dutta_lab/aric/EA/SeqId_15530_33.PHENO1.glm.linear	7	100807579	ARIC
SeqId_15533_97	MSR1	P21757	/data/Dutta_lab/aric/EA/SeqId_15533_97.PHENO1.glm.linear	8	16164251	ARIC
SeqId_15534_26	MDH2	P40926	/data/Dutta_lab/aric/EA/SeqId_15534_26.PHENO1.glm.linear	7	76048051	ARIC
SeqId_15535_3	PRSS27	Q9BQR3	/data/Dutta_lab/aric/EA/SeqId_15535_3.PHENO1.glm.linear	16	2715565	ARIC
SeqId_15539_15	SLITRK1	Q96PX8	/data/Dutta_lab/aric/EA/SeqId_15539_15.PHENO1.glm.linear	13	83882393	ARIC
SeqId_15540_6	VIM	P08670	/data/Dutta_lab/aric/EA/SeqId_15540_6.PHENO1.glm.linear	10	17228241	ARIC
SeqId_15542_19	CKMT1A	P12532	/data/Dutta_lab/aric/EA/SeqId_15542_19.PHENO1.glm.linear	15	43593054	ARIC
SeqId_15544_25	KLK14	Q9P0G3	/data/Dutta_lab/aric/EA/SeqId_15544_25.PHENO1.glm.linear	19	51082886	ARIC
SeqId_15545_13	PPP3R1	P63098	/data/Dutta_lab/aric/EA/SeqId_15545_13.PHENO1.glm.linear	2	68251148	ARIC
SeqId_15548_35	PHGDH	O43175	/data/Dutta_lab/aric/EA/SeqId_15548_35.PHENO1.glm.linear	1	119648411	ARIC
SeqId_15553_22	ACHE	P22303	/data/Dutta_lab/aric/EA/SeqId_15553_22.PHENO1.glm.linear	7	100894233	ARIC
SeqId_15556_49	AMY2B	P19961	/data/Dutta_lab/aric/EA/SeqId_15556_49.PHENO1.glm.linear	1	103553815	ARIC
SeqId_15558_63	ENPEP	Q07075	/data/Dutta_lab/aric/EA/SeqId_15558_63.PHENO1.glm.linear	4	110365733	ARIC
SeqId_15559_5	ANTXR2	P58335	/data/Dutta_lab/aric/EA/SeqId_15559_5.PHENO1.glm.linear	4	79964890	ARIC
SeqId_15560_52	TCN2	P20062	/data/Dutta_lab/aric/EA/SeqId_15560_52.PHENO1.glm.linear	22	30607003	ARIC
SeqId_15562_24	GUSB	P08236	/data/Dutta_lab/aric/EA/SeqId_15562_24.PHENO1.glm.linear	7	65967908	ARIC
SeqId_15565_102	MUC16	Q8WXI7	/data/Dutta_lab/aric/EA/SeqId_15565_102.PHENO1.glm.linear	19	8867014	ARIC
SeqId_15566_10	CNN1	P51911	/data/Dutta_lab/aric/EA/SeqId_15566_10.PHENO1.glm.linear	19	11538767	ARIC
SeqId_15567_2	CD247	P20963	/data/Dutta_lab/aric/EA/SeqId_15567_2.PHENO1.glm.linear	1	167434066	ARIC
SeqId_15569_15	COL2A1	P02458	/data/Dutta_lab/aric/EA/SeqId_15569_15.PHENO1.glm.linear	12	47977445	ARIC
SeqId_15570_99	CR2	P20023	/data/Dutta_lab/aric/EA/SeqId_15570_99.PHENO1.glm.linear	1	207454230	ARIC
SeqId_15573_110	NCAN	O14594	/data/Dutta_lab/aric/EA/SeqId_15573_110.PHENO1.glm.linear	19	19211958	ARIC
SeqId_15574_37	CCNA2	P20248	/data/Dutta_lab/aric/EA/SeqId_15574_37.PHENO1.glm.linear	4	121823883	ARIC
SeqId_15576_158	RNASE3	P12724	/data/Dutta_lab/aric/EA/SeqId_15576_158.PHENO1.glm.linear	14	20891399	ARIC
SeqId_15579_26	ENPP6	Q6UWR7	/data/Dutta_lab/aric/EA/SeqId_15579_26.PHENO1.glm.linear	4	184117821	ARIC
SeqId_15580_2	EPHA7	Q15375	/data/Dutta_lab/aric/EA/SeqId_15580_2.PHENO1.glm.linear	6	93419547	ARIC
SeqId_15581_16	FANK1	Q8TC84	/data/Dutta_lab/aric/EA/SeqId_15581_16.PHENO1.glm.linear	10	125896564	ARIC
SeqId_15582_25	FCN1	O00602	/data/Dutta_lab/aric/EA/SeqId_15582_25.PHENO1.glm.linear	9	134917877	ARIC
SeqId_15583_18	FCRLB	Q6BAA4	/data/Dutta_lab/aric/EA/SeqId_15583_18.PHENO1.glm.linear	1	161721563	ARIC
SeqId_15584_9	CFHR2	P36980	/data/Dutta_lab/aric/EA/SeqId_15584_9.PHENO1.glm.linear	1	196943738	ARIC
SeqId_15585_304	FBLN5	Q9UBX5	/data/Dutta_lab/aric/EA/SeqId_15585_304.PHENO1.glm.linear	14	91874816	ARIC
SeqId_15587_20	FOLR2	P14207	/data/Dutta_lab/aric/EA/SeqId_15587_20.PHENO1.glm.linear	11	72216601	ARIC
SeqId_15589_1	GC	P02774	/data/Dutta_lab/aric/EA/SeqId_15589_1.PHENO1.glm.linear	4	71754478	ARIC
SeqId_15591_28	GPX1	P07203	/data/Dutta_lab/aric/EA/SeqId_15591_28.PHENO1.glm.linear	3	49358278	ARIC
SeqId_15594_47	HTRA1	Q92743	/data/Dutta_lab/aric/EA/SeqId_15594_47.PHENO1.glm.linear	10	122458551	ARIC
SeqId_15596_7	HEXIM1	O94992	/data/Dutta_lab/aric/EA/SeqId_15596_7.PHENO1.glm.linear	17	45148502	ARIC
SeqId_15602_43	IL6R	P08887	/data/Dutta_lab/aric/EA/SeqId_15602_43.PHENO1.glm.linear	1	154405193	ARIC
SeqId_15603_20	ITGA2	P17301	/data/Dutta_lab/aric/EA/SeqId_15603_20.PHENO1.glm.linear	5	52989340	ARIC
SeqId_15604_18	MAPK9	P45984	/data/Dutta_lab/aric/EA/SeqId_15604_18.PHENO1.glm.linear	5	180242900	ARIC
SeqId_15606_19	KRT19	P08727	/data/Dutta_lab/aric/EA/SeqId_15606_19.PHENO1.glm.linear	17	41524751	ARIC
SeqId_15607_56	PKLR	P30613	/data/Dutta_lab/aric/EA/SeqId_15607_56.PHENO1.glm.linear	1	155300956	ARIC
SeqId_15608_5	RPS6KB1	P23443	/data/Dutta_lab/aric/EA/SeqId_15608_5.PHENO1.glm.linear	17	59893046	ARIC
SeqId_15610_72	LAP3	P28838	/data/Dutta_lab/aric/EA/SeqId_15610_72.PHENO1.glm.linear	4	17577192	ARIC
SeqId_15612_5	LIN7B	Q9HAP6	/data/Dutta_lab/aric/EA/SeqId_15612_5.PHENO1.glm.linear	19	49114324	ARIC
SeqId_15613_16	PNLIP	P16233	/data/Dutta_lab/aric/EA/SeqId_15613_16.PHENO1.glm.linear	10	116545931	ARIC
SeqId_15614_168	LILRA2	Q8N149	/data/Dutta_lab/aric/EA/SeqId_15614_168.PHENO1.glm.linear	19	54572920	ARIC
SeqId_15615_8	LILRB3	O75022	/data/Dutta_lab/aric/EA/SeqId_15615_8.PHENO1.glm.linear	19	54217698	ARIC
SeqId_15617_8	XCL2	Q9UBD3	/data/Dutta_lab/aric/EA/SeqId_15617_8.PHENO1.glm.linear	1	168543997	ARIC
SeqId_15619_49	MOG	Q16653	/data/Dutta_lab/aric/EA/SeqId_15619_49.PHENO1.glm.linear	6	29657002	ARIC
SeqId_15620_4	NLGN1	Q8N2Q7	/data/Dutta_lab/aric/EA/SeqId_15620_4.PHENO1.glm.linear	3	173396284	ARIC
SeqId_15622_13	OPCML	Q14982	/data/Dutta_lab/aric/EA/SeqId_15622_13.PHENO1.glm.linear	11	132860777	ARIC
SeqId_15623_1	PDCD1	Q15116	/data/Dutta_lab/aric/EA/SeqId_15623_1.PHENO1.glm.linear	2	241852886	ARIC
SeqId_15626_223	HSPG2	P98160	/data/Dutta_lab/aric/EA/SeqId_15626_223.PHENO1.glm.linear	1	21824266	ARIC
SeqId_15627_83	AKT1	P31749	/data/Dutta_lab/aric/EA/SeqId_15627_83.PHENO1.glm.linear	14	104772963	ARIC
SeqId_15631_18	PSG1	P11464	/data/Dutta_lab/aric/EA/SeqId_15631_18.PHENO1.glm.linear	19	42870645	ARIC
SeqId_15633_6	RBP4	P02753	/data/Dutta_lab/aric/EA/SeqId_15633_6.PHENO1.glm.linear	10	93601235	ARIC
SeqId_15634_139	SLIT1	O75093	/data/Dutta_lab/aric/EA/SeqId_15634_139.PHENO1.glm.linear	10	96999666	ARIC
SeqId_15635_4	SMOC2	Q9H3U7	/data/Dutta_lab/aric/EA/SeqId_15635_4.PHENO1.glm.linear	6	168441151	ARIC
SeqId_15636_49	SORCS1	Q8WY21	/data/Dutta_lab/aric/EA/SeqId_15636_49.PHENO1.glm.linear	10	106607218	ARIC
SeqId_15637_38	SORCS3	Q9UPU3	/data/Dutta_lab/aric/EA/SeqId_15637_38.PHENO1.glm.linear	10	104641290	ARIC
SeqId_15640_54	TAGLN	Q01995	/data/Dutta_lab/aric/EA/SeqId_15640_54.PHENO1.glm.linear	11	117199370	ARIC
SeqId_15641_20	TMEFF1	Q8IYR6	/data/Dutta_lab/aric/EA/SeqId_15641_20.PHENO1.glm.linear	9	100473149	ARIC
SeqId_15644_1	BTD	P43251	/data/Dutta_lab/aric/EA/SeqId_15644_1.PHENO1.glm.linear	3	15601341	ARIC
SeqId_15653_9	COL10A1	Q03692	/data/Dutta_lab/aric/EA/SeqId_15653_9.PHENO1.glm.linear	6	116125900	ARIC
SeqId_15666_21	BMP2	P12643	/data/Dutta_lab/aric/EA/SeqId_15666_21.PHENO1.glm.linear	20	6767686	ARIC
SeqId_15667_39	BMP4	P12644	/data/Dutta_lab/aric/EA/SeqId_15667_39.PHENO1.glm.linear	14	53951880	ARIC
SeqId_15668_19	BMP8B	P34820	/data/Dutta_lab/aric/EA/SeqId_15668_19.PHENO1.glm.linear	1	39788865	ARIC
SeqId_15669_7	BRAF	P15056	/data/Dutta_lab/aric/EA/SeqId_15669_7.PHENO1.glm.linear	7	140741717	ARIC
SeqId_15670_15	C1QL2	Q7Z5L3	/data/Dutta_lab/aric/EA/SeqId_15670_15.PHENO1.glm.linear	2	119158751	ARIC
SeqId_15675_3	CEBPB	P17676	/data/Dutta_lab/aric/EA/SeqId_15675_3.PHENO1.glm.linear	20	50190830	ARIC
SeqId_15678_71	DKK2	Q9UBU2	/data/Dutta_lab/aric/EA/SeqId_15678_71.PHENO1.glm.linear	4	107035812	ARIC
SeqId_15686_49	INHBC	P55103	/data/Dutta_lab/aric/EA/SeqId_15686_49.PHENO1.glm.linear	12	57434784	ARIC
SeqId_15688_30	LMAN1	P49257	/data/Dutta_lab/aric/EA/SeqId_15688_30.PHENO1.glm.linear	18	59331639	ARIC
SeqId_15692_300	NODAL	Q96S42	/data/Dutta_lab/aric/EA/SeqId_15692_300.PHENO1.glm.linear	10	70441681	ARIC
SeqId_15693_9	PGR	P06401	/data/Dutta_lab/aric/EA/SeqId_15693_9.PHENO1.glm.linear	11	101051470	ARIC
SeqId_15698_6	TXLNA	P40222	/data/Dutta_lab/aric/EA/SeqId_15698_6.PHENO1.glm.linear	1	32179675	ARIC
SeqId_16015_19	GPT	P24298	/data/Dutta_lab/aric/EA/SeqId_16015_19.PHENO1.glm.linear	8	144502973	ARIC
SeqId_16035_8	FLT4	P35916	/data/Dutta_lab/aric/EA/SeqId_16035_8.PHENO1.glm.linear	5	180611716	ARIC
SeqId_16043_30	SHC1	P29353	/data/Dutta_lab/aric/EA/SeqId_16043_30.PHENO1.glm.linear	1	154965762	ARIC
SeqId_16055_3	CFHR5	Q9BXR6	/data/Dutta_lab/aric/EA/SeqId_16055_3.PHENO1.glm.linear	1	196977556	ARIC
SeqId_16057_6	IGF2R	P11717	/data/Dutta_lab/aric/EA/SeqId_16057_6.PHENO1.glm.linear	6	159969099	ARIC
SeqId_16060_99	NID2	Q14112	/data/Dutta_lab/aric/EA/SeqId_16060_99.PHENO1.glm.linear	14	52007924	ARIC
SeqId_16070_7	WIF1	Q9Y5W5	/data/Dutta_lab/aric/EA/SeqId_16070_7.PHENO1.glm.linear	12	65066659	ARIC
SeqId_16074_12	GRAP2	O75791	/data/Dutta_lab/aric/EA/SeqId_16074_12.PHENO1.glm.linear	22	39901084	ARIC
SeqId_16079_2	TEC	P42680	/data/Dutta_lab/aric/EA/SeqId_16079_2.PHENO1.glm.linear	4	48141683	ARIC
SeqId_16081_38	AKR1B10	O60218	/data/Dutta_lab/aric/EA/SeqId_16081_38.PHENO1.glm.linear	7	134527567	ARIC
SeqId_16288_17	EPHA4	P54764	/data/Dutta_lab/aric/EA/SeqId_16288_17.PHENO1.glm.linear	2	221425540	ARIC
SeqId_16292_288	GIP	P09681	/data/Dutta_lab/aric/EA/SeqId_16292_288.PHENO1.glm.linear	17	48968596	ARIC
SeqId_16293_1	GHRH	P01286	/data/Dutta_lab/aric/EA/SeqId_16293_1.PHENO1.glm.linear	20	37256889	ARIC
SeqId_16296_43	LGR5	O75473	/data/Dutta_lab/aric/EA/SeqId_16296_43.PHENO1.glm.linear	12	71439798	ARIC
SeqId_16297_14	ROBO4	Q8WZ75	/data/Dutta_lab/aric/EA/SeqId_16297_14.PHENO1.glm.linear	11	124893025	ARIC
SeqId_16298_84	PLA2G2D	Q9UNK4	/data/Dutta_lab/aric/EA/SeqId_16298_84.PHENO1.glm.linear	1	20119536	ARIC
SeqId_16299_13	TIGIT	Q495A1	/data/Dutta_lab/aric/EA/SeqId_16299_13.PHENO1.glm.linear	3	114276913	ARIC
SeqId_16300_4	TREM2	Q9NZC2	/data/Dutta_lab/aric/EA/SeqId_16300_4.PHENO1.glm.linear	6	41163103	ARIC
SeqId_16302_11	BPIFA2	Q96DR5	/data/Dutta_lab/aric/EA/SeqId_16302_11.PHENO1.glm.linear	20	33161768	ARIC
SeqId_16304_6	LGR4	Q9BXB1	/data/Dutta_lab/aric/EA/SeqId_16304_6.PHENO1.glm.linear	11	27374000	ARIC
SeqId_16305_10	CDH11	P55287	/data/Dutta_lab/aric/EA/SeqId_16305_10.PHENO1.glm.linear	16	64972949	ARIC
SeqId_16307_22	UNC5D	Q6UXZ4	/data/Dutta_lab/aric/EA/SeqId_16307_22.PHENO1.glm.linear	8	35235475	ARIC
SeqId_16308_14	BTLA	Q7Z6A9	/data/Dutta_lab/aric/EA/SeqId_16308_14.PHENO1.glm.linear	3	112470022	ARIC
SeqId_16309_30	DKKL1	Q9UK85	/data/Dutta_lab/aric/EA/SeqId_16309_30.PHENO1.glm.linear	19	49361783	ARIC
SeqId_16312_45	CDH6	P55285	/data/Dutta_lab/aric/EA/SeqId_16312_45.PHENO1.glm.linear	5	31193686	ARIC
SeqId_16315_105	FLT1	P17948	/data/Dutta_lab/aric/EA/SeqId_16315_105.PHENO1.glm.linear	13	28308434	ARIC
SeqId_16317_20	DSG3	P32926	/data/Dutta_lab/aric/EA/SeqId_16317_20.PHENO1.glm.linear	18	31447741	ARIC
SeqId_16318_12	ACVRL1	P37023	/data/Dutta_lab/aric/EA/SeqId_16318_12.PHENO1.glm.linear	12	51906908	ARIC
SeqId_16320_139	CD320	Q9NPF0	/data/Dutta_lab/aric/EA/SeqId_16320_139.PHENO1.glm.linear	19	8308271	ARIC
SeqId_16322_10	PACAP	Q8WU39	/data/Dutta_lab/aric/EA/SeqId_16322_10.PHENO1.glm.linear	5	139388762	ARIC
SeqId_16323_8	NRXN3	Q9Y4C0	/data/Dutta_lab/aric/EA/SeqId_16323_8.PHENO1.glm.linear	14	78170373	ARIC
SeqId_16324_38	TLR1	Q15399	/data/Dutta_lab/aric/EA/SeqId_16324_38.PHENO1.glm.linear	4	38794633	ARIC
SeqId_16536_3	HMGA1	P17096	/data/Dutta_lab/aric/EA/SeqId_16536_3.PHENO1.glm.linear	6	34236873	ARIC
SeqId_16551_14	STAT5B	P51692	/data/Dutta_lab/aric/EA/SeqId_16551_14.PHENO1.glm.linear	17	42202953	ARIC
SeqId_16558_2	MYOC	Q99972	/data/Dutta_lab/aric/EA/SeqId_16558_2.PHENO1.glm.linear	1	171652629	ARIC
SeqId_16561_9	A1BG	P04217	/data/Dutta_lab/aric/EA/SeqId_16561_9.PHENO1.glm.linear	19	58347634	ARIC
SeqId_16583_8	NUDT2	P50583	/data/Dutta_lab/aric/EA/SeqId_16583_8.PHENO1.glm.linear	9	34329506	ARIC
SeqId_16585_16	B3GNT4	Q9C0J1	/data/Dutta_lab/aric/EA/SeqId_16585_16.PHENO1.glm.linear	12	122203681	ARIC
SeqId_16591_71	CHIA	Q9BZP6	/data/Dutta_lab/aric/EA/SeqId_16591_71.PHENO1.glm.linear	1	111290851	ARIC
SeqId_16593_3	FADD	Q13158	/data/Dutta_lab/aric/EA/SeqId_16593_3.PHENO1.glm.linear	11	70203163	ARIC
SeqId_16594_44	FAIM	Q9NVQ4	/data/Dutta_lab/aric/EA/SeqId_16594_44.PHENO1.glm.linear	3	138608606	ARIC
SeqId_16596_25	GLRX3	O76003	/data/Dutta_lab/aric/EA/SeqId_16596_25.PHENO1.glm.linear	10	130136391	ARIC
SeqId_16597_11	GLRX5	Q86SX6	/data/Dutta_lab/aric/EA/SeqId_16597_11.PHENO1.glm.linear	14	95533503	ARIC
SeqId_16599_38	GPN1	Q9HCN4	/data/Dutta_lab/aric/EA/SeqId_16599_38.PHENO1.glm.linear	2	27628247	ARIC
SeqId_16605_2	C1QTNF9	P0C862	/data/Dutta_lab/aric/EA/SeqId_16605_2.PHENO1.glm.linear	13	24307166	ARIC
SeqId_16606_85	AKR1B1	P15121	/data/Dutta_lab/aric/EA/SeqId_16606_85.PHENO1.glm.linear	7	134448024	ARIC
SeqId_16607_78	GSN	P06396	/data/Dutta_lab/aric/EA/SeqId_16607_78.PHENO1.glm.linear	9	121207794	ARIC
SeqId_16609_106	KIRREL2	Q6UWL6	/data/Dutta_lab/aric/EA/SeqId_16609_106.PHENO1.glm.linear	19	35855861	ARIC
SeqId_16610_13	LRP10	Q7Z4F1	/data/Dutta_lab/aric/EA/SeqId_16610_13.PHENO1.glm.linear	14	22871740	ARIC
SeqId_16612_28	SDC3	O75056	/data/Dutta_lab/aric/EA/SeqId_16612_28.PHENO1.glm.linear	1	30878740	ARIC
SeqId_16613_3	CDH17	Q12864	/data/Dutta_lab/aric/EA/SeqId_16613_3.PHENO1.glm.linear	8	94162128	ARIC
SeqId_16614_27	RSPO1	Q2MKA7	/data/Dutta_lab/aric/EA/SeqId_16614_27.PHENO1.glm.linear	1	37634616	ARIC
SeqId_16616_137	ENO3	P13929	/data/Dutta_lab/aric/EA/SeqId_16616_137.PHENO1.glm.linear	17	4948092	ARIC
SeqId_16618_7	CD69	Q07108	/data/Dutta_lab/aric/EA/SeqId_16618_7.PHENO1.glm.linear	12	9760901	ARIC
SeqId_16620_26	LY75	O60449	/data/Dutta_lab/aric/EA/SeqId_16620_26.PHENO1.glm.linear	2	159904649	ARIC
SeqId_16621_77	APOA1BP	Q8NCW5	/data/Dutta_lab/aric/EA/SeqId_16621_77.PHENO1.glm.linear	1	156591762	ARIC
SeqId_16746_12	INHBB	P09529	/data/Dutta_lab/aric/EA/SeqId_16746_12.PHENO1.glm.linear	2	120346136	ARIC
SeqId_16748_1	BMP3	P12645	/data/Dutta_lab/aric/EA/SeqId_16748_1.PHENO1.glm.linear	4	81030708	ARIC
SeqId_16749_79	GDF10	P55107	/data/Dutta_lab/aric/EA/SeqId_16749_79.PHENO1.glm.linear	10	47300197	ARIC
SeqId_16751_15	NPPB	P16860	/data/Dutta_lab/aric/EA/SeqId_16751_15.PHENO1.glm.linear	1	11858945	ARIC
SeqId_16753_46	COL6A2	P12110	/data/Dutta_lab/aric/EA/SeqId_16753_46.PHENO1.glm.linear	21	46098112	ARIC
SeqId_16755_195	GDF3	Q9NR23	/data/Dutta_lab/aric/EA/SeqId_16755_195.PHENO1.glm.linear	12	7695775	ARIC
SeqId_16756_30	GDF7	Q7Z4P5	/data/Dutta_lab/aric/EA/SeqId_16756_30.PHENO1.glm.linear	2	20667144	ARIC
SeqId_16758_96	HDGF	P51858	/data/Dutta_lab/aric/EA/SeqId_16758_96.PHENO1.glm.linear	1	156744276	ARIC
SeqId_16760_2	IL26	Q9NPH9	/data/Dutta_lab/aric/EA/SeqId_16760_2.PHENO1.glm.linear	12	68225810	ARIC
SeqId_16763_11	LECT2	O14960	/data/Dutta_lab/aric/EA/SeqId_16763_11.PHENO1.glm.linear	5	135953116	ARIC
